Address,Postcode,X,Y,Recommendation,RecommendationCode,Date,Hash,LocalAuthority
"Unit E, Ennis Close",M239LE,-2.29797070279934,53.3913160271819,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2011-04-28,35791aa373b5d479917a36e13028b3fa0ebfb2ff8c2d98e1f3b150f5a2d5c61e,Manchester
"Former Sureframe Building, Floats Road",M239LE,-2.29797070279934,53.3913160271819,Add weather compensation controls to heating system.,EPC-H8,2010-09-30,2707a7a6ad2e114dbb6257d09ca1048cc4755ab6a3a92b74f83bf888888b00be,Manchester
"Unit F2, Ennis Close, Roundthorn Industrial Estate",M239LE,-2.29797070279934,53.3913160271819,Consider installing a ground source heat pump.,EPC-R1,2013-01-21,d4c8cc3852a1fcc6e08262dfb7a56cce286cef3be6e30ff8ed5b042077e1a6fd,Manchester
"Former Sureframe Building, Floats Road",M239LE,-2.29797070279934,53.3913160271819,Some walls have uninsulated cavities - introduce cavity wall insulation.,EPC-E4,2010-09-30,2707a7a6ad2e114dbb6257d09ca1048cc4755ab6a3a92b74f83bf888888b00be,Manchester
"Former Sureframe Building, Floats Road",M239LE,-2.29797070279934,53.3913160271819,Consider installing solar water heating.,EPC-R3,2010-09-30,2707a7a6ad2e114dbb6257d09ca1048cc4755ab6a3a92b74f83bf888888b00be,Manchester
"Unit E, Ennis Close",M239LE,-2.29797070279934,53.3913160271819,Consider installing PV.,EPC-R4,2013-02-15,82da36ae92cc3da73205236b9d3b75c2a37cf5d0455f644cf82c18af863948e3,Manchester
"Unit E, Ennis Close",M239LE,-2.29797070279934,53.3913160271819,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",EPC-E7,2013-02-15,82da36ae92cc3da73205236b9d3b75c2a37cf5d0455f644cf82c18af863948e3,Manchester
"Unit F2, Ennis Close, Roundthorn Industrial Estate",M239LE,-2.29797070279934,53.3913160271819,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,EPC-E8,2013-01-21,d4c8cc3852a1fcc6e08262dfb7a56cce286cef3be6e30ff8ed5b042077e1a6fd,Manchester
"Unit F2, Ennis Close, Roundthorn Industrial Estate",M239LE,-2.29797070279934,53.3913160271819,Some walls have uninsulated cavities - introduce cavity wall insulation.,EPC-E4,2013-01-21,d4c8cc3852a1fcc6e08262dfb7a56cce286cef3be6e30ff8ed5b042077e1a6fd,Manchester
"Former Sureframe Building, Floats Road",M239LE,-2.29797070279934,53.3913160271819,Consider installing building mounted wind turbine(s).,EPC-R2,2010-09-30,2707a7a6ad2e114dbb6257d09ca1048cc4755ab6a3a92b74f83bf888888b00be,Manchester
"Unit F3, Ennis Close",M239LE,-2.29797070279934,53.3913160271819,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2012-07-05,cb099124b3be215574fe21f0c99a16a51947b6274a43b7b7899c2882135b21a3,Manchester
"Unit F2, Ennis Close, Roundthorn Industrial Estate",M239LE,-2.29797070279934,53.3913160271819,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2013-01-21,d4c8cc3852a1fcc6e08262dfb7a56cce286cef3be6e30ff8ed5b042077e1a6fd,Manchester
"Unit E, Ennis Close",M239LE,-2.29797070279934,53.3913160271819,Some walls have uninsulated cavities - introduce cavity wall insulation.,EPC-E4,2013-02-15,82da36ae92cc3da73205236b9d3b75c2a37cf5d0455f644cf82c18af863948e3,Manchester
"Unit F3, Ennis Close",M239LE,-2.29797070279934,53.3913160271819,Consider installing PV.,EPC-R4,2012-07-05,cb099124b3be215574fe21f0c99a16a51947b6274a43b7b7899c2882135b21a3,Manchester
"Former Sureframe Building, Floats Road",M239LE,-2.29797070279934,53.3913160271819,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2010-09-30,2707a7a6ad2e114dbb6257d09ca1048cc4755ab6a3a92b74f83bf888888b00be,Manchester
"Unit E, Ennis Close",M239LE,-2.29797070279934,53.3913160271819,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,EPC-E8,2013-02-15,82da36ae92cc3da73205236b9d3b75c2a37cf5d0455f644cf82c18af863948e3,Manchester
"Unit E, Ennis Close",M239LE,-2.29797070279934,53.3913160271819,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2013-02-15,82da36ae92cc3da73205236b9d3b75c2a37cf5d0455f644cf82c18af863948e3,Manchester
"Unit F2, Ennis Close, Roundthorn Industrial Estate",M239LE,-2.29797070279934,53.3913160271819,Add time control to heating system.,EPC-H2,2013-01-21,d4c8cc3852a1fcc6e08262dfb7a56cce286cef3be6e30ff8ed5b042077e1a6fd,Manchester
"Unit C, Ennis Close",M239LE,-2.29797070279934,53.3913160271819,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2012-02-06,b4c7de500884b7fe60cc78354430f58a7b66963c981afa66030bf6446978d0ce,Manchester
"Unit F2, Ennis Close, Roundthorn Industrial Estate",M239LE,-2.29797070279934,53.3913160271819,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2013-01-21,d4c8cc3852a1fcc6e08262dfb7a56cce286cef3be6e30ff8ed5b042077e1a6fd,Manchester
"Unit E, Ennis Close",M239LE,-2.29797070279934,53.3913160271819,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,EPC-E8,2011-04-28,35791aa373b5d479917a36e13028b3fa0ebfb2ff8c2d98e1f3b150f5a2d5c61e,Manchester
"Former Sureframe Building, Floats Road",M239LE,-2.29797070279934,53.3913160271819,Add optimum start/stop to the heating system.,EPC-H7,2010-09-30,2707a7a6ad2e114dbb6257d09ca1048cc4755ab6a3a92b74f83bf888888b00be,Manchester
"Former Sureframe Building, Floats Road",M239LE,-2.29797070279934,53.3913160271819,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2010-09-30,2707a7a6ad2e114dbb6257d09ca1048cc4755ab6a3a92b74f83bf888888b00be,Manchester
"Unit G, Ennis Close",M239LE,-2.29797070279934,53.3913160271819,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2011-04-28,a5c6d1348f4e8a6ebc11e2cf2ecdc8fa73c0116d41ce9a93a799fd08d60bf082,Manchester
"Former Sureframe Building, Floats Road",M239LE,-2.29797070279934,53.3913160271819,Add local time control to heating system.,EPC-H5,2010-09-30,2707a7a6ad2e114dbb6257d09ca1048cc4755ab6a3a92b74f83bf888888b00be,Manchester
"Unit F2, Ennis Close, Roundthorn Industrial Estate",M239LE,-2.29797070279934,53.3913160271819,Roof is poorly insulated. Install or improve insulation of roof.,EPC-E2,2013-01-21,d4c8cc3852a1fcc6e08262dfb7a56cce286cef3be6e30ff8ed5b042077e1a6fd,Manchester
"Former Sureframe Building, Floats Road",M239LE,-2.29797070279934,53.3913160271819,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-H4,2010-09-30,2707a7a6ad2e114dbb6257d09ca1048cc4755ab6a3a92b74f83bf888888b00be,Manchester
"Unit G, Ennis Close",M239LE,-2.29797070279934,53.3913160271819,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2011-04-28,a5c6d1348f4e8a6ebc11e2cf2ecdc8fa73c0116d41ce9a93a799fd08d60bf082,Manchester
"Unit H1, Ennis Close",M239LE,-2.29797070279934,53.3913160271819,NA,NA,2012-07-05,0f14c9f2903711e3f00a0a06a5c5ab56ca73554e2b3c02fe39be6d8d46e0b223,Manchester
"Unit F2, Ennis Close, Roundthorn Industrial Estate",M239LE,-2.29797070279934,53.3913160271819,Consider installing PV.,EPC-R4,2013-01-21,d4c8cc3852a1fcc6e08262dfb7a56cce286cef3be6e30ff8ed5b042077e1a6fd,Manchester
"Unit 7, Caldey Road, Roundthorn Industrial Estate",M239LF,-2.29935963797016,53.3921035666236,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,EPC-E8,2012-07-17,257f79682e8c6f6d9004a9c21e8c6ebe04db73afdf97e7eeb50b97f3fb9f5bee,Manchester
"Unit A1, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2011-04-28,dcc0637a5f84159839a78c4bdac8e3f6a779105cacc12fc5ab612f222c8c3df8,Manchester
"Unit 8, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,Add weather compensation controls to heating system.,EPC-H8,2012-07-05,8a5b02f8e6a8f4f5ffe0e33bdc18105b9bff19f4353e43d6c44b6768f1b454af,Manchester
"Unit 7, Caldey Road, Roundthorn Industrial Estate",M239LF,-2.29935963797016,53.3921035666236,Add optimum start/stop to the heating system.,EPC-H7,2012-07-17,257f79682e8c6f6d9004a9c21e8c6ebe04db73afdf97e7eeb50b97f3fb9f5bee,Manchester
"Unit A1, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2011-04-28,dcc0637a5f84159839a78c4bdac8e3f6a779105cacc12fc5ab612f222c8c3df8,Manchester
"Unit A1, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2011-04-28,dcc0637a5f84159839a78c4bdac8e3f6a779105cacc12fc5ab612f222c8c3df8,Manchester
"Unit 7, Caldey Road, Roundthorn Industrial Estate",M239LF,-2.29935963797016,53.3921035666236,Consider installing an air source heat pump.,EPC-R5,2012-07-17,257f79682e8c6f6d9004a9c21e8c6ebe04db73afdf97e7eeb50b97f3fb9f5bee,Manchester
"Unit 7, Caldey Road, Roundthorn Industrial Estate",M239LF,-2.29935963797016,53.3921035666236,Consider installing a ground source heat pump.,EPC-R1,2012-07-17,257f79682e8c6f6d9004a9c21e8c6ebe04db73afdf97e7eeb50b97f3fb9f5bee,Manchester
"Cartwrights, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",EPC-E7,2012-03-22,8154ee11684709dbd91673b58dc1a8ee07134078d1713bc157a7a0d8c4102c4a,Manchester
"Unit 7, Caldey Road, Roundthorn Industrial Estate",M239LF,-2.29935963797016,53.3921035666236,Add local time control to heating system.,EPC-H5,2012-07-17,257f79682e8c6f6d9004a9c21e8c6ebe04db73afdf97e7eeb50b97f3fb9f5bee,Manchester
"Unit 7, Caldey Road, Roundthorn Industrial Estate",M239LF,-2.29935963797016,53.3921035666236,Add time control to heating system.,EPC-H2,2012-07-17,257f79682e8c6f6d9004a9c21e8c6ebe04db73afdf97e7eeb50b97f3fb9f5bee,Manchester
"Unit A1, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,Install more efficient water heater.,EPC-W1,2011-04-28,dcc0637a5f84159839a78c4bdac8e3f6a779105cacc12fc5ab612f222c8c3df8,Manchester
"Unit 7, Caldey Road, Roundthorn Industrial Estate",M239LF,-2.29935963797016,53.3921035666236,Add weather compensation controls to heating system.,EPC-H8,2012-07-17,257f79682e8c6f6d9004a9c21e8c6ebe04db73afdf97e7eeb50b97f3fb9f5bee,Manchester
"Unit A1, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,Consider replacing heating boiler plant with high efficiency type.,EPC-H1,2011-04-28,dcc0637a5f84159839a78c4bdac8e3f6a779105cacc12fc5ab612f222c8c3df8,Manchester
"Cartwrights, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,Consider installing solar water heating.,EPC-R3,2012-03-22,8154ee11684709dbd91673b58dc1a8ee07134078d1713bc157a7a0d8c4102c4a,Manchester
"Cartwrights, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,Some walls have uninsulated cavities - introduce cavity wall insulation.,EPC-E4,2012-03-22,8154ee11684709dbd91673b58dc1a8ee07134078d1713bc157a7a0d8c4102c4a,Manchester
"Unit 7, Caldey Road, Roundthorn Industrial Estate",M239LF,-2.29935963797016,53.3921035666236,Replace 38mm diameter (T12) fluorescent tubes on failure with 26mm (T8) tubes.,EPC-L1,2012-07-17,257f79682e8c6f6d9004a9c21e8c6ebe04db73afdf97e7eeb50b97f3fb9f5bee,Manchester
"Cartwrights, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,Roof is poorly insulated. Install or improve insulation of roof.,EPC-E2,2012-03-22,8154ee11684709dbd91673b58dc1a8ee07134078d1713bc157a7a0d8c4102c4a,Manchester
"Cartwrights, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2012-03-22,8154ee11684709dbd91673b58dc1a8ee07134078d1713bc157a7a0d8c4102c4a,Manchester
"Unit 7, Caldey Road, Roundthorn Industrial Estate",M239LF,-2.29935963797016,53.3921035666236,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2012-07-17,257f79682e8c6f6d9004a9c21e8c6ebe04db73afdf97e7eeb50b97f3fb9f5bee,Manchester
"Unit A1, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,Add optimum start/stop to the heating system.,EPC-H7,2011-04-28,dcc0637a5f84159839a78c4bdac8e3f6a779105cacc12fc5ab612f222c8c3df8,Manchester
"Unit 8, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,Consider installing solar water heating.,EPC-R3,2012-07-05,8a5b02f8e6a8f4f5ffe0e33bdc18105b9bff19f4353e43d6c44b6768f1b454af,Manchester
"Unit 8, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2012-07-05,8a5b02f8e6a8f4f5ffe0e33bdc18105b9bff19f4353e43d6c44b6768f1b454af,Manchester
"Unit 8, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,Add optimum start/stop to the heating system.,EPC-H7,2012-07-05,8a5b02f8e6a8f4f5ffe0e33bdc18105b9bff19f4353e43d6c44b6768f1b454af,Manchester
"Unit 7, Caldey Road, Roundthorn Industrial Estate",M239LF,-2.29935963797016,53.3921035666236,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",EPC-E7,2012-07-17,257f79682e8c6f6d9004a9c21e8c6ebe04db73afdf97e7eeb50b97f3fb9f5bee,Manchester
"Unit A1, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,Some walls have uninsulated cavities - introduce cavity wall insulation.,EPC-E4,2011-04-28,dcc0637a5f84159839a78c4bdac8e3f6a779105cacc12fc5ab612f222c8c3df8,Manchester
"Cartwrights, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,Consider installing building mounted wind turbine(s).,EPC-R2,2012-03-22,8154ee11684709dbd91673b58dc1a8ee07134078d1713bc157a7a0d8c4102c4a,Manchester
"Unit 8, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,Add time control to heating system.,EPC-H2,2012-07-05,8a5b02f8e6a8f4f5ffe0e33bdc18105b9bff19f4353e43d6c44b6768f1b454af,Manchester
"Unit 7, Caldey Road, Roundthorn Industrial Estate",M239LF,-2.29935963797016,53.3921035666236,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2012-07-17,257f79682e8c6f6d9004a9c21e8c6ebe04db73afdf97e7eeb50b97f3fb9f5bee,Manchester
"Cartwrights, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2012-03-22,8154ee11684709dbd91673b58dc1a8ee07134078d1713bc157a7a0d8c4102c4a,Manchester
"Unit 8, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,Consider installing building mounted wind turbine(s).,EPC-R2,2012-07-05,8a5b02f8e6a8f4f5ffe0e33bdc18105b9bff19f4353e43d6c44b6768f1b454af,Manchester
"Cartwrights, Caldey Road",M239LF,-2.29935963797016,53.3921035666236,Consider installing PV.,EPC-R4,2012-03-22,8154ee11684709dbd91673b58dc1a8ee07134078d1713bc157a7a0d8c4102c4a,Manchester
"Unit 7, Caldey Road, Roundthorn Industrial Estate",M239LF,-2.29935963797016,53.3921035666236,Consider installing building mounted wind turbine(s).,EPC-R2,2012-07-17,257f79682e8c6f6d9004a9c21e8c6ebe04db73afdf97e7eeb50b97f3fb9f5bee,Manchester
"Unit 7, Caldey Road, Roundthorn Industrial Estate",M239LF,-2.29935963797016,53.3921035666236,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2012-07-17,257f79682e8c6f6d9004a9c21e8c6ebe04db73afdf97e7eeb50b97f3fb9f5bee,Manchester
"Units A1-A2, Southmoor Industrial Estate, Southmoor Road",M239LH,NA,NA,NA,NA,2015-04-30,8ef45cc0dbb2dbc3283e13f43a468580f9358bef0dc0af52ce4f6609bd3ed828,Manchester
"Spectrum House, Floats Road",M239LJ,-2.29619411554568,53.3931631493372,NA,NA,2015-02-26,6eda65c22c7b032712d7b5d288f1cded2c97d1cc70eff069fc8c3c4e074e4f95,Manchester
"Former Europcar National Car Rental, Ledson Road",M239LP,-2.29388515010491,53.3919733457107,NA,NA,2013-01-15,4d5cc5a4d8a5c6afe9600656fc90a961d9d3ba349a6f944740ed7076ba0c79f4,Manchester
"Micromass UK Ltd, Floats Road",M239LZ,NA,NA,NA,NA,2014-12-04,e70747a8253ef1a9db2d40d53c919225c0c6d3c50d78d1bf720853fb565eef34,Manchester
"Stratus House, Southmoor Road",M239NR,-2.28963168127584,53.3922803689316,NA,NA,2014-10-30,1d69bd2a7cdfe939a46ad299f87278217b5db26d6c863c99e3cf3106287d76f8,Manchester
"Life Church Manchester, Southmoor Road",M239NR,-2.28963168127584,53.3922803689316,NA,NA,2012-11-09,5ff6f2a331948acb99e23cac0defe89662b9608dad19684484352bf4ef36e4e4,Manchester
"Playpen, Southmoor Road",M239NR,-2.28963168127584,53.3922803689316,NA,NA,2016-07-20,b7e6f1c543a1966e70ce91e9e73dc3b358d0db2a4816d338bcfb868b91673167,Manchester
"Life Church Manchester, Southmoor Road",M239NR,-2.28963168127584,53.3922803689316,NA,NA,2012-11-08,5ad013409974e79b1715c86acd8a0d4f2051f5351a23dd579b7b2223eeb8968c,Manchester
"Brian Winstanley Photography Ltd, Southmoor Road",M239NR,-2.28963168127584,53.3922803689316,NA,NA,2012-11-09,3dec663ec673df8b666bdae189ea4ff4575f4d702b7de3ba88e59b1606870253,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Consider installing building mounted wind turbine(s).,EPC-R2,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Add optimum start/stop to the heating system.,EPC-H7,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Add local time control to heating system.,EPC-H5,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"(IMI Scott ltd) Factory 1, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,NA,NA,2012-10-25,84eeb565ce5081821f1955bfe3d493fa31a5493b18291b4321f3c13709d31cc8,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",EPC-V1,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-H4,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Add time control to heating system.,EPC-H2,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,EPC-L2,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Consider installing an air source heat pump.,EPC-R5,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Install more efficient water heater.,EPC-W1,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Add local temperature control to the heating system.,EPC-H6,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"F.Duerr & Sons Ltd, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Consider installing solar water heating.,EPC-R3,2010-06-01,aa47894daf6099df0a3df721ab52aba9e5d94c01ecf417561ef58acc1b12b741,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Add weather compensation controls to heating system.,EPC-H8,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"F.Duerr & Sons Ltd, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Some walls have uninsulated cavities - introduce cavity wall insulation.,EPC-E4,2010-06-01,aa47894daf6099df0a3df721ab52aba9e5d94c01ecf417561ef58acc1b12b741,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Consider installing a ground source heat pump.,EPC-R1,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"F.Duerr & Sons Ltd, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Some spaces have a significant risk of overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.,EPC-V1,2010-06-01,aa47894daf6099df0a3df721ab52aba9e5d94c01ecf417561ef58acc1b12b741,Manchester
"(IMI Scott ltd) Factory 2, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,NA,NA,2012-10-25,ab37aed08fb33abb689cfbda8ec7499e24189fba7f1a48e402729e241a2777c6,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Consider replacing HWS with point of use system.,EPC-W2,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"Allport Freight Ltd, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,NA,NA,2014-07-07,d05b169db21a795b3b5624ccf68b315a69cf6a53f3515fd96d534bf10aff1c41,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,EPC-E8,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"F.Duerr & Sons Ltd, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Add optimum start/stop to the heating system.,EPC-H7,2010-06-01,aa47894daf6099df0a3df721ab52aba9e5d94c01ecf417561ef58acc1b12b741,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Consider replacing heating boiler plant with a condensing type.,EPC-H3,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"F.Duerr & Sons Ltd, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Add time control to heating system.,EPC-H2,2010-06-01,aa47894daf6099df0a3df721ab52aba9e5d94c01ecf417561ef58acc1b12b741,Manchester
"F.Duerr & Sons Ltd, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Consider installing building mounted wind turbine(s).,EPC-R2,2010-06-01,aa47894daf6099df0a3df721ab52aba9e5d94c01ecf417561ef58acc1b12b741,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Some walls have uninsulated cavities - introduce cavity wall insulation.,EPC-E4,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",EPC-E7,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"Units 3-6, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,Replace 38mm diameter (T12) fluorescent tubes on failure with 26mm (T8) tubes.,EPC-L1,2012-05-15,9576e4c56432e30b0ed59fe5fddd67001f4d8987847cf92765f1205daa35162a,Manchester
"The Studios, Dallimore Road",M239NX,-2.2944648703903,53.3931764151416,NA,NA,2013-10-25,997f4c809e06ddea6713c7062c23f344318cad497beeeafb00360613ab149532,Manchester
"Unit 7, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Add optimum start/stop to the heating system.,EPC-H7,2010-09-17,172a05c14a0bebb3bef708a4a67e534349bef023fcc02ea78873bd8bc42db6b0,Manchester
"Unit 1, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Add time control to heating system.,EPC-H2,2010-09-17,733541f94e3b2e1c4c71e366b483442b42a2f2adfd8f26f8a0c5a37f9c733438,Manchester
"Unit 7, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Some spaces have a significant risk of overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.,EPC-V1,2010-09-17,172a05c14a0bebb3bef708a4a67e534349bef023fcc02ea78873bd8bc42db6b0,Manchester
"Unit 7, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2010-09-17,172a05c14a0bebb3bef708a4a67e534349bef023fcc02ea78873bd8bc42db6b0,Manchester
"Unit 2, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Add optimum start/stop to the heating system.,EPC-H7,2010-09-17,43b6ce267550a5070213597fdbaae05bd4e91344f4e92bacc93ab49538f90985,Manchester
"Unit 2, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2010-09-17,43b6ce267550a5070213597fdbaae05bd4e91344f4e92bacc93ab49538f90985,Manchester
"Unit 1, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Install more efficient water heater.,EPC-W1,2010-09-17,733541f94e3b2e1c4c71e366b483442b42a2f2adfd8f26f8a0c5a37f9c733438,Manchester
"Unit 7, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Consider installing solar water heating.,EPC-R3,2010-09-17,172a05c14a0bebb3bef708a4a67e534349bef023fcc02ea78873bd8bc42db6b0,Manchester
